157683,"<p>Отлично, из прочного <b>бруска </b>мы сделаем тебе <b>тренировочный меч</b>. Правда, лучше его при первой же возможности поменять на что-то посерьезнее. Таким мечом можно отмахаться только от самых безобидных монстров. Вот, держи <b>рубанок</b> и <b>киянку</b>, с их помощью ты сможешь сам{|а} изготовить свое первое оружие. А еще возьми <b>схему тренировочного меча</b> и обязательно ее <b>изучи</b>. Постой-постой, куда это ты его запрятал{|а}. Вот что, <b>открой</b>-ка свой <b>рюкзак</b> и <b>изучи схему</b> прямо сейчас, чтобы я видел.</p>\n<p align=""center""><img src=""/files/popups/image/helm_bag_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /> <img src=""/files/popups/image/draw_sword_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /></p>","<p>Отлично, из прочного <b>бруска </b>мы сделаем тебе <b>тренировочный меч</b>. Правда, лучше его при первой же возможности поменять на что-то посерьезнее. Таким мечом можно отмахаться только от самых безобидных монстров. Вот, держи <b>рубанок</b> и <b>киянку</b>, с их помощью ты сможешь сам{|а} изготовить свое первое оружие. А еще возьми <b>схему тренировочного меча</b> и обязательно ее <b>изучи</b>. Постой-постой, куда это ты его запрятал{|а}. Вот что, <b>открой</b>-ка свой <b>рюкзак</b> и <b>изучи схему</b> прямо сейчас, чтобы я видел.</p>\n<p align=""center""><img src=""/files/popups/image/helm_bag_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /> <img src=""/files/popups/image/draw_sword_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /></p>"
157686,"<p>Ну вот, теперь ты вооружен{|а} и сможешь за себя постоять. Однако, помни, не только оружие принесет тебе победу в боях.&nbsp;<b>Используй свой магический дар</b>. Со временем ты сможешь овладеть любой из ветвей магии и стать могущественным волшебником. А пока <b>открой магическую книгу</b> в левой вкладке <b>под изображением Шлема </b>и <b>выбери заклинание</b> себе по вкусу. Помни, ты сможешь изменить выбранную магию в любой момент.</p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/magic_book_frame.png"" alt="""" /></p>","<p>Ну вот, теперь ты вооружен{|а} и сможешь за себя постоять. Однако, помни, не только оружие принесет тебе победу в боях.&nbsp;<b>Используй свой магический дар</b>. Со временем ты сможешь овладеть любой из ветвей магии и стать могущественным волшебником. А пока <b>открой магическую книгу</b> в левой вкладке <b>под изображением Шлема </b>и <b>выбери заклинание</b> себе по вкусу. Помни, ты сможешь изменить выбранную магию в любой момент.</p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/magic_book_frame.png"" alt="""" /></p>"
157689,"<p>Замечательно! Из этого <b>бруска </b>мы сделаем тебе <b>тренировочную булаву</b>. Правда, лучше ты это оружие поскорее поменяй на что-то посерьезнее, а то такой булавой можно отмахаться только от самых безобидных монстров. Вот, держи <b>рубанок</b> и <b>киянку</b>, с их помощью ты сможешь сам{|а} изготовить свое первое оружие. А еще возьми <b>схему тренировочной булавы</b> и обязательно ее <b>изучи</b>. Постой-постой, куда это ты его запрятал{|а}. Вот что, <b>открой</b>-ка свой <b>рюкзак</b> и <b>изучи схему</b> прямо сейчас, чтобы я видел.</p>\n<p align=""center""><img src=""/files/popups/image/helm_bag_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /> <img src=""/files/popups/image/draw_mace_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /></p>","<p>Замечательно! Из этого <b>бруска </b>мы сделаем тебе <b>тренировочную булаву</b>. Правда, лучше ты это оружие поскорее поменяй на что-то посерьезнее, а то такой булавой можно отмахаться только от самых безобидных монстров. Вот, держи <b>рубанок</b> и <b>киянку</b>, с их помощью ты сможешь сам{|а} изготовить свое первое оружие. А еще возьми <b>схему тренировочной булавы</b> и обязательно ее <b>изучи</b>. Постой-постой, куда это ты его запрятал{|а}. Вот что, <b>открой</b>-ка свой <b>рюкзак</b> и <b>изучи схему</b> прямо сейчас, чтобы я видел.</p>\n<p align=""center""><img src=""/files/popups/image/helm_bag_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /> <img src=""/files/popups/image/draw_mace_frame.png"" width=""55"" height=""55"" border=""0"" alt="""" /></p>"
157693,"<p>Ну вот, теперь ты вооружен{|а} и сможешь за себя постоять. Однако, помни, не только оружие принесет тебе победу в боях. <b>Используй свой магический дар</b>. Со временем ты сможешь овладеть любой из ветвей магии и стать умелым инженером или могучим воином. А пока <b>открой магическую книгу</b> в левой вкладке <b>под изображением Шлема </b>и <b>выбери заклинание</b> себе по вкусу. Помни, ты сможешь изменить выбранную магию в любой момент.</p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/magic_book_frame.png"" alt="""" /></p>","<p>Ну вот, теперь ты вооружен{|а} и сможешь за себя постоять. Однако, помни, не только оружие принесет тебе победу в боях. <b>Используй свой магический дар</b>. Со временем ты сможешь овладеть любой из ветвей магии и стать умелым инженером или могучим воином. А пока <b>открой магическую книгу</b> в левой вкладке <b>под изображением Шлема </b>и <b>выбери заклинание</b> себе по вкусу. Помни, ты сможешь изменить выбранную магию в любой момент.</p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/magic_book_frame.png"" alt="""" /></p>"
157741,"<p>Да, этот <b>прочный брусок </b>подойдет. Я смотрю, ты еще захватил{|а} <b>рубанок </b>и <b>киянку</b>, они тебе тоже пригодятся. Осталось <b>выучить схему тренировочной булавы</b>... Берегись, среди досок притаился огромный жук! <b><font color=""#ff0000"">К оружию!</font></b></p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/bug_2_frame.png"" alt="""" /></p>","<p>Да, этот <b>прочный брусок </b>подойдет. Я смотрю, ты еще захватил{|а} <b>рубанок </b>и <b>киянку</b>, они тебе тоже пригодятся. Осталось <b>выучить схему тренировочной булавы</b>... Берегись, среди досок притаился огромный жук! <b><font color=""#ff0000"">К оружию!</font></b></p>\n<p align=""center""><img width=""100"" height=""100"" border=""0"" src=""/files/popups/image/bug_2_frame.png"" alt="""" /></p>"
157742,"<p>Да уж, у нас тут всегда нужно быть начеку. Опасности подстерегают на каждом шагу. Но ты молодец, не растерял{ся|ась}! А главное, что теперь у тебя есть <b>прочный брусок</b>, <b>рубанок </b>и <b>киянка</b>.</p><p>Загляни в рюкзак и изучи <b>схему тренировочной булавы</b>.</p>\n<p align=""center""><img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/helm_bag_frame.png"" /> <img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/draw_mace_frame.png"" /></p>","<p>Да уж, у нас тут всегда нужно быть начеку. Опасности подстерегают на каждом шагу. Но ты молодец, не растерял{ся|ась}! А главное, что теперь у тебя есть <b>прочный брусок</b>, <b>рубанок </b>и <b>киянка</b>.</p><p>Загляни в рюкзак и изучи <b>схему тренировочной булавы</b>.</p>\n<p align=""center""><img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/helm_bag_frame.png"" /> <img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/draw_mace_frame.png"" /></p>"
157743,"<p>Да уж, у нас тут всегда нужно быть начеку. Опасности подстерегают на каждом шагу. Но ты молодец, не растерял{ся|ась}! А главное, что теперь у тебя есть <b>прочный брусок</b>, <b>рубанок </b>и <b>киянка</b>.</p><p>Загляни в рюкзак и изучи <b>схему тренировочного меча</b>.</p>\n<p align=""center""><img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/helm_bag_frame.png"" /> <img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/draw_sword_frame.png"" /></p>","<p>Да уж, у нас тут всегда нужно быть начеку. Опасности подстерегают на каждом шагу. Но ты молодец, не растерял{ся|ась}! А главное, что теперь у тебя есть <b>прочный брусок</b>, <b>рубанок </b>и <b>киянка</b>.</p><p>Загляни в рюкзак и изучи <b>схему тренировочного меча</b>.</p>\n<p align=""center""><img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/helm_bag_frame.png"" /> <img width=""55"" height=""55"" border=""0"" alt="""" src=""/files/popups/image/draw_sword_frame.png"" /></p>"
157749,"<p>&nbsp;Поздравляю, с каждым боем твой уровень мастерства растет! Запомни - при победе над монстрами частенько можно получить деньги, полезные предметы, ресурсы и даже оружие.&nbsp;Теперь, если ты изучил{|а} схему щита и добыл{|а} 3 шкуры скотозавра, сможешь изготовить тренировочный щит.</p>","<p>&nbsp;Поздравляю, с каждым боем твой уровень мастерства растет! Запомни - при победе над монстрами частенько можно получить деньги, полезные предметы, ресурсы и даже оружие.&nbsp;Теперь, если ты изучил{|а} схему shieldа и добыл{|а} 3 шкуры скотозавра, сможешь изготовить тренировочный shield.</p>"
157750,"<p>&nbsp;Поздравляю, с каждым боем твой уровень мастерства растет! Запомни - при победе над монстрами частенько можно получить деньги, полезные предметы, ресурсы и даже оружие. &nbsp;Теперь, если ты изучил{|а} схему щита и добыл{|а} 3 шкуры скотозавра, сможешь изготовить тренировочный щит.</p>","<p>&nbsp;Поздравляю, с каждым боем твой уровень мастерства растет! Запомни - при победе над монстрами частенько можно получить деньги, полезные предметы, ресурсы и даже оружие. &nbsp;Теперь, если ты изучил{|а} схему shieldа и добыл{|а} 3 шкуры скотозавра, сможешь изготовить тренировочный shield.</p>"
157751,"<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочную булаву</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align=""center""><img src=""/files/popups/image/draw_mace_frame.png"" width=""50"" height=""50"" border=""0"" alt="""" /> <img src=""/files/popups/image/brus.png"" width=""50"" height=""50"" border=""0"" alt="""" /></p>","<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочную булаву</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align=""center""><img src=""/files/popups/image/draw_mace_frame.png"" width=""50"" height=""50"" border=""0"" alt="""" /> <img src=""/files/popups/image/brus.png"" width=""50"" height=""50"" border=""0"" alt="""" /></p>"
157752,"<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочный меч</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align=""center""><img src=""/files/popups/image/draw_sword_frame.png"" width=""50"" height=""50"" border=""0"" alt="""" /> <img src=""/files/popups/image/brus.png"" width=""50"" height=""50"" border=""0"" alt="""" /></p>","<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочный меч</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align=""center""><img src=""/files/popups/image/draw_sword_frame.png"" width=""50"" height=""50"" border=""0"" alt="""" /> <img src=""/files/popups/image/brus.png"" width=""50"" height=""50"" border=""0"" alt="""" /></p>"
172646,"За выполнение заданий, приносящих пользу всему нашему народу, ты будешь щедро вознагражден{|а}!","За выполнение заданий, приносящих пользу всему нашему народу, ты будешь щедро вознагражден{|а}!"
205007,"Здравствуй, Вои{н|тельница}. Я смотрю, ты познакомил{ся|ась} со всеми нашими жителями и постепенно привыкаешь к новой обстановке. Чем скорее ты окрепнешь и повысишь свое боевое мастерство, тем большую пользу успеешь принести людям в борьбе с коварными гномами.","Здравствуй, Вои{н|тельница}. Я смотрю, ты познакомил{ся|ась} со всеми нашими жителями и постепенно привыкаешь к новой обстановке. Чем скорее ты окрепнешь и повысишь свое боевое мастерство, тем большую пользу успеешь принести людям в борьбе с коварными gnomeами."
205011,"Приветствую, Вои{н|тельница}! Рад снова видеть новоиспеченн{ого|ую} житель{|ницу} Лонгхольма! Судя по твоему озадаченному виду, ты ко мне заш{ел|ла} не просто так, а по какому-то делу, да?","Приветствую, Вои{н|тельница}! Рад снова видеть новоиспеченн{ого|ую} житель{|ницу} Longholmа! Судя по твоему озадаченному виду, ты ко мне заш{ел|ла} не просто так, а по какому-то делу, да?"
205014,"Необходимо посмотреть, на что ты способ{ен|на} в бою. Вокруг заставы расплодились пауки. Нужно уничтожить нескольких Паучьих королей, чтобы остановить рост популяции. Убей трех тварей, посмотрим, на что ты способ{ен|на}.\n\n<b>Награда:</b> %$Exp:60%%=165:5%","Необходимо посмотреть, на что ты способ{ен|на} в бою. Вокруг заставы расплодились пауки. Нужно уничтожить нескольких Паучьих королей, чтобы остановить рост популяции. Убей трех тварей, посмотрим, на что ты способ{ен|на}.\n\n<b>Награда:</b> %$Exp:60%%=165:5%"
205015,"Замечательно, Вои{н|тельница}! Ты сделал{ |а} это! У тебя не плохо получилось. Теперь другие  пауки не посмеют нападать на скот в нашей деревне. Передохни немного и подходи за новым заданием.","Замечательно, Вои{н|тельница}! Ты сделал{ |а} это! У тебя не плохо получилось. Теперь другие пауки не посмеют нападать на скот в нашей деревне. Передохни немного и подходи за новым заданием."
205016,"Приветствую тебя, Вои{н|тельница}. Я подготовил %45%. Отнеси его как можно скорее. Ступай, и будь осторож{ен|на}. %=45% <b>Награда:</b> %$Exp:50%","Приветствую тебя, Вои{н|тельница}. Я подготовил %45%. Отнеси его как можно скорее. Ступай, и будь осторож{ен|на}. %=45% <b>Награда:</b> %$Exp:50%"
205017,Вернул{ся|ась}? Хорошо! Донован передал мне ответ?,Вернул{ся|ась}? Хорошо! Donovan передал мне ответ?
205018,"Замечательно! Почитаю на досуге. Ты быстро справил{ся|ась} с заданием, я отмечу это в своем отчете королю.","Замечательно! Почитаю на досуге. Ты быстро справил{ся|ась} с заданием, я отмечу это в своем отчете королю."
205020,"Здравия желаю, храбр{ый|ая} Вои{н|тельница}. Вот какое задание есть для тебя.  Пауки  буквально заполонили наши земли. Странные они какие-то.... И агрессивные. Разберись с ними, и я щедро отблагодарю тебя. Скажем, за выполненную работу, я дам тебе несколько  полезных свитков. %=606:3,618:3%","Здравия желаю, храбр{ый|ая} Вои{н|тельница}. Вот какое задание есть для тебя. Пауки буквально заполонили наши земли. Странные они какие-то.... И агрессивные. Разберись с ними, и я щедро отблагодарю тебя. Скажем, за выполненную работу, я дам тебе несколько полезных свитков. %=606:3,618:3%"
205023,"Жив{ой?|ая?}? Тебя долго не было. Я уже начал за тебя волноваться. Рад, что с тобой все впорядке и ты готов{|а} к новым испытаниям!","Жив{ой?|ая?}? Тебя долго не было. Я уже начал за тебя волноваться. Рад, что с тобой все впорядке и ты готов{|а} к новым испытаниям!"
205031,"Хвала Эквиль, ты вернул{ся|ась} жив{ым|ой} и практически невредим{ым|ой}. И, судя по всему, победа за тобой?!","Хвала Equil, ты вернул{ся|ась} жив{ым|ой} и практически невредим{ым|ой}. И, судя по всему, победа за тобой?!"
205033,"Ты оказал{ |а} нам огромную услугу и заслужил{ |а} свою награду. Если бы не ты, пауки стали бы настоящим бедствием. Помнится, когда я еще был маленький, и ни о какой войне никто и слыхом не слыхивал, зашел к нам один старичок, весь опутанный паутиной...","Ты оказал{ |а} нам огромную услугу и заслужил{ |а} свою награду. Если бы не ты, пауки стали бы настоящим бедствием. Помнится, когда я еще был маленький, и ни о какой войне никто и слыхом не слыхивал, зашел к нам один старичок, весь опутанный паутиной..."
