<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочную булаву</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align="center"><img src="/files/popups/image/draw_mace_frame.png" width="50" height="50" border="0" alt="" /> <img src="/files/popups/image/brus.png" width="50" height="50" border="0" alt="" /></p>
<p>&nbsp;Да, тебя определенно ждет большая воинская слава. Теперь ничто не мешает изготовить <b>тренировочный меч</b>, если ты изучил{|а} <b>схему </b>и добыл{|а} <b>прочный брусок</b>.</p>\n<p align="center"><img src="/files/popups/image/draw_sword_frame.png" width="50" height="50" border="0" alt="" /> <img src="/files/popups/image/brus.png" width="50" height="50" border="0" alt="" /></p>
За выполнение заданий, приносящих пользу всему нашему народу, ты будешь щедро вознагражден{|а}!
Здравствуй, Вои{н|тельница}. Я смотрю, ты познакомил{ся|ась} со всеми нашими жителями и постепенно привыкаешь к новой обстановке. Чем скорее ты окрепнешь и повысишь свое боевое мастерство, тем большую пользу успеешь принести людям в борьбе с коварными гномами.
Приветствую, Вои{н|тельница}! Рад снова видеть новоиспеченн{ого|ую} житель{|ницу} Лонгхольма! Судя по твоему озадаченному виду, ты ко мне заш{ел|ла} не просто так, а по какому-то делу, да?
Необходимо посмотреть, на что ты способ{ен|на} в бою. Вокруг заставы расплодились пауки. Нужно уничтожить нескольких Паучьих королей, чтобы остановить рост популяции. Убей трех тварей, посмотрим, на что ты способ{ен|на}.\n\n<b>Награда:</b> %$Exp:60%%=165:5%
Замечательно, Вои{н|тельница}! Ты сделал{ |а} это! У тебя не плохо получилось. Теперь другие  пауки не посмеют нападать на скот в нашей деревне. Передохни немного и подходи за новым заданием.
Приветствую тебя, Вои{н|тельница}. Я подготовил %45%. Отнеси его как можно скорее. Ступай, и будь осторож{ен|на}. %=45% <b>Награда:</b> %$Exp:50%
Вернул{ся|ась}? Хорошо! Донован передал мне ответ?
Замечательно! Почитаю на досуге. Ты быстро справил{ся|ась} с заданием, я отмечу это в своем отчете королю.
Здравия желаю, храбр{ый|ая} Вои{н|тельница}. Вот какое задание есть для тебя.  Пауки  буквально заполонили наши земли. Странные они какие-то.... И агрессивные. Разберись с ними, и я щедро отблагодарю тебя. Скажем, за выполненную работу, я дам тебе несколько  полезных свитков. %=606:3,618:3%
Жив{ой?|ая?}? Тебя долго не было. Я уже начал за тебя волноваться. Рад, что с тобой все впорядке и ты готов{|а} к новым испытаниям!
Хвала Эквиль, ты вернул{ся|ась} жив{ым|ой} и практически невредим{ым|ой}. И, судя по всему, победа за тобой?!
Ты оказал{ |а} нам огромную услугу и заслужил{ |а} свою награду. Если бы не ты, пауки стали бы настоящим бедствием. Помнится, когда я еще был маленький, и ни о какой войне никто и слыхом не слыхивал, зашел к нам один старичок, весь опутанный паутиной...
Ах да. Награда. Держи пару эликсиров силы, с ним рубить врага будет легче. Удачи тебе, вои{н|тельница}! %=165:2%
Здравствуй, вои{н|тельница}! Я смотрю, ты познакомил{ся|ась} со всеми нашими жителями и постепенно привыкаешь к новой обстановке. Чем скорее ты окрепнешь и повысишь свое боевое мастерство, тем большую пользу успеешь принести нашему народу в борьбе с ненавистными людьми.
Рад снова видеть тебя, новоиспеченн{ый|ая} житель{|ница} Кхатога! Судя по твоему озадаченному виду, ты ко мне заш{ел|ла} не просто так, а по какому-то делу, да?
Ну что же, вои{н|тельница}, вот и пришло время подвергнуть тебя испытанию в твоей боевой подготовке. Ты долж{ен|на} победить настоящего противника, так как, начиная с этого дня, ты переводишься в ранг Бойца.\n\n<b>Награда:</b>%$Exp:50%%=153,165%
Ха-ха. Люблю шутников. Ты долж{ен|на} сразить обычного скелета, коих много в округе. Хотя можешь попытать счастье и с Големом.
Раз ты тут, то, как я понимаю, мой приказ выполнен? Надеюсь, ты проник{ся|лась} боем.
Совершенно верно, мастер Надум. Я добыл{|а} %50%.
{Молодец!|Умница!} Теперь тебя можно по праву называть бойцом. Прими мои поздравления и вот эту скромную награду!\n%$Exp:50%%=153,165%
Очень хорошо, что ты решил{|а} заглянуть сюда сейчас. Скелеты совсем потеряли страх и вчера напали на наших дозорных. Нужно немного разрядить их войско. Иди и успокой пятерых. Принеси мне пять сломанных костей как доказательство выполненного приказа. %=48%
Нет. Лови их по одному и... Ты знаешь, что нужно делать. Будь осторож{ен|на}.\n\n<b>Награда:</b> \n%$Exp:60,C:15%%=165:2%
Здравствуйте, мастер Надум. Все замечательно, спасибо. Я выполнил{|а} ваш приказ и угомонил{|а} всех скелетов.
Здравствуйте, господин Корагор. Я принес{|ла} рапорт %51%.
Воин, подойди ко мне. Я закончил чтение всех рапортов, что поступили ко мне сегодня. И в одном из них сказано о новом нападении скелета умершего воина. На этот раз он чуть не убил дозорного. Нужно что-то предпринять. И я знаю что. Раз ты уже имел{|а} дело со скелетами, то я поручаю тебе разобраться и с этим. Убей его и принеси мне %52%. %=52%
Здравия желаю, воин. Ты выглядишь помят{ым|ой}. Тебе удалось сразить старого воина?
Да, мне удалось сделать это. Хотя, хочу признаться, это было не легко. Он яростно цеплялся за свою... ммм... жизнь. Но я все равно сразил{|а} его.
Я слышал{|а}, что этот доспех сделан из зачарованной кожи. Это правда?
Здравствуй, Вои{н|тельница}! Проходи, садись.
Хм, польщен. Вижу, ты про меня уже наслышан{|а}, но все же представлюсь. Имя мне Торадор, состою на службе Кхатогу в звании капитана охотников за головами. Слыхал{|а} о таких?
Я бы с большим удовольствием послушал{|е} ваш рассказ еще раз. Уверен{|а}, что это будет крайне увлекательно.
Ты готов{|а} начать охоту за головами? Набери 2180 отваги и возвращайся ко мне, мы обсудим твою награду.
Рад{|а} приветствовать отважного коменданта Кхатога.
Здравствуйте, капитан Торадор. Рад{|а} видеть Вас в добром здравии!
Я даже и не предполагал{|а}, что бывают столь мощные доспехи и вооружение. Еще один стимул вступить в ряды легендарных Охотников.
Здравствуйте, мастер Торадор. Я набрал{|а} необходимое количество отваги, и хочу обменять их на одну из частей комплекта Охотника за головами. Могу я взглянуть на вещи еще раз?
Поздравляю! Ты сделал{|а} хороший выбор!
Приветствую тебя, юн{ый|ая} защитни{к|ца} Лонгхольма. Рассказывай, зачем ты здесь?
Да ладно тебе, не такой уж я и легендарный. Хотя вот мои орлы - Черные рыцари - и впрямь стали легендой. Присоединяйся к нам, и ты обретешь славу, о которой наверняка мечтал{|а}. Надеюсь, тебе известно, кто такие Черные Рыцари?
Счастлив{|а} приветствовать легендарного капитана Ярована!
Хм-м-м, не может быть, чтобы ты ничего не слышал{|а} о нашей славной гвардии! Ну да ладно, сейчас я исправлю этот недостаток! В первые годы войны, когда Люди несли большие потери, не в силах устоять перед железным катком паровых роботов, мудрая Эквиль одарила нас небесным камнем. Наши лучшие мастера и Архимаги изучили его удивительные свойства и смогли использовать их для создания могучего комплекта, который отличался невиданной прежде прочностью, легкостью и магоустойчивостью. Король Трувольд IV издал приказ, согласно которому были сформированы специальные отряды - лучшие из лучших получали право носить комплект Черного рыцаря. С тех пор мы даже начали теснить гномов, пока у них не появились проклятые Охотники за головами. С тех пор мы сдерживаем Гномов, не позволяя им пройти дальше Мертвых Земель. Теперь я предлагаю тебе вступить в наши ряды и принять участие в настоящих сражениях.
Я бы с радостью услышал{|а} этот рассказ от Вас.
Ты готов{|а} начать охоту? Набери 2180 отваги и возвращайся ко мне за наградой.
Здравия желаю, Вои{н|тельница}! Смирно!
Здравия желаю, капитан Ярован! Я собрал{|а} необходимое количество отваги и готов{|а} обменять их на доспехи или оружие. Можно посмотреть на них еще раз?
Конечно. Делай свой выбор с умом, вои{н|тельница}, не торопись. За 2180 отваги ты можешь приобрести: %=64,62,65,66,67,68,69%\nЗа 3010 отваги ты можешь приобрести %=63%
Здравствуй, Вои{н|тельница}! Ты как всегда вовремя. Я как раз искал кого-нибудь для небольшого задания. Ты подойдешь вне всяких сомнений.
Никаких тонкостей в сборе пыли нет. Сгреби ее в кучку и упакуй. Где ты будешь хранить ее - совершенно не важно. Зальес сказал, что ему нужно не меньше десяти щепоток. Чтобы найти Духов, иди на север, до древних часов. Если не найдешь их сразу, то поброди в округе. Кстати, там берут свое начало мертвые земли Соли-Дора. Так что будь осторожней. Еще севернее увидишь развалины города. Там тоже есть Духи, но идти туда я тебе не советую. Во-первых, там бродят головорезы гномов, охотящиеся за людьми. Во-вторых, там водятся Призраки, внешне практически неотличимые от Духов, но гораздо сильнее. Будь осторож{ен|на}. Удачи!
С возвращением, Вои{н|тельница}. Как прошли твои изыскания? Ты выглядишь как{им-то бледным.|ой-то бледной.} Надеюсь, все хорошо, и ты собрал{|а} необходимое количество волшебной пыли?
Что такое волшебная пыль, я тебе не расскажу. Попросту не знаю. Думаю, и сам Зальес может только догадываться о природе этого странного вещества. За всю мою жизнь мне не приходилось слышать о том, чтобы кому-то удалось хотя бы поговорить с призраком. Да, есть люди, способные вызывать духи умерших, но это не то. То, с чем ты имел{|а} дело, собирая пыль, есть результат стечения каких-то уникальных обстоятельств и условий, присущих только этим местам. В других землях ты не найдешь ничего подобного. Максимум на что ты можешь расчитывать - это твой прадед в образе привидения. Вот с ним, при соблюдении определенных правил и чего-то там еще, поговорить можно. Но подробнее тебе расскажет только маг. А что Зальес будет делать с пылью, не знает никто, кроме него. Если эксперимент увенчается успехом, то он сам расскажет нам.
Здравствуйте, господин Корагор. Для меня будет честью помочь вам, и вы можете доверить мне любую тайну. Я готов{|а} сложить свою голову ради ее сохранности.
Невероятно! Я неоднократно восхищал{ся|ась} мастером, создавшим нынешних паровых слуг. А теперь судьба дала мне великий шанс поговорить с вами и даже помочь вам. Как я и говорил{|а}, вы оказываете мне великую честь.
Замечательно. Тогда приступай к заданию. И будь осторож{ен|на}.\n\n<b>Награда:</b> \n%$Exp:150,S:2,C:50%
Здравствуй, ты принес{|ла} черепа?
Я очень рад{|а} за вашего брата, господин. За одного и за другого. Кхадгор велик, и пути его неведомы.
Спасибо, вои{н|тельница}. Сегодня же я передам ему черепа с последним караваном, следующим на восток. Произошло то, на что я так надеялся. Отец все-таки узнал, что Дорагор занимается резьбой, и наведался к нему в момент, когда работа над очередным шедевром подходила к концу. Как и следовало ожидать, он сменил гнев на милось и даже забрал одну из поделок Дорагора с собой в Кумъяр. Подробности мне пока что не известны, но я думаю, что теперь и Морагор, мой второй брат, сможет продемонстрировать отцу свои труды. За последний год он так же умерил пыл бойца и делает большие успехи в химии.
Золотые слова, вои{н|тельница}! Держи награду, ты ее заслужил{|а}.\n%$Exp:150,S:2,C:50%
Приветствую тебя, вои{н|тельница}. Как продвигается служба?
Здравствуй, вои{н|тельница}. Сегодня ко мне заходил летописец Дукодор. Он поведал мне о начале большой работы, связанной с подсчетом потерь среди Людей. Поясню, чтобы тебе было понятнее. Лет двадцать назад, при входе в ущелье, что ведет к нашей деревне от Соли-Дора, нашел свою кончину большой вражеский отряд. Все они были приписаны к рядам элитной гвардии их короля. Одним из немногих отличий, дошедших до наших дней, является наличие кольца на левом безымянном пальце. Именно эти кольца нужны нашим летописцам для того, чтобы посчитать, сколько воинов было в том отряде.
Если я правильно вас понял{|а}, то мне предстоит сбор этих знаков отличия?
С возвращением! Ты быстро справил{ся|ась} с заданием. Только что мне сообщили предварительные результаты. Вместе с твоими знаками отличия получается около двух сотен убитых.
Вместе с моими знаками? То есть не я од{ин|на} занимал{ся|ась} сборами?
Здравствуй, вои{н|тельница}. Скажи, ты любишь пауков?
Здравствуй, Вои{н|тельница}! С возвращением тебя! Что-то все это мне напоминает. Паутина на голове. На спине. Ты похож{|а} на веретено с шелком.
Спасибо, капитан. Вы вернули мне уверенность в себе. Я уже начал{|а} беспокоиться, что сделал{|а} что-то не так.
{Друг мой|Моя дорогая}, ты опять делаешь преждевременные выводы, не разобравшись в ситуации. Не переживай, все действительно хорошо. А теперь ступай и сними с себя паутину. Глядишь, еще на клубок наберешь.
По меньшей мере, это забавно. Ты просто не видишь себя со стороны. Не обижайся на меня. Ты {молодец|умница}. Не каждый воин способен выполнить это задание. А ты вернул{ся|ась} быстрее, чем я успел закончить отчет старосте.
Пожалуй, я еще не готов{|а} к этому заданию. До свидания.
Здравствуй, вои{н|тельниаца}. Проходи, садись. У меня как раз появилось новое задание для тебя.
Именно так я и собирался поступить. Но ты крайне проницател{ен|ьна} и сам{|а} обо всем догадал{ся|ась}. Отправляйся в Соли-Дор и убей пятерых духов. Мне нужна %88%. Десяти щепоток будет достаточно. %=88%
Ты выглядишь устал{ым|ой}. Что-то случилось?
Спасибо. Это все, что я хотел{|а} знать. До свидания.
Здравствуйте, староста. Нет, я просто проходил{|а} мимо. Прошу прощения за беспокойство.
Здравствуйте, староста Златован. Не могли бы Вы уделить мне немного времени? Я хотел{|а} спросить кое о чем.
К востоку от Лонгхольма находится ферма Дилана, а сразу за ней начинаются топи Шионских болот. Будь осторож{ен|на} там, смотри под ноги и не угоди в трясину. Ты хочешь спросить что-нибудь еще?
Здравствуйте, господин. Нет, я просто проходил{|а} мимо. Прошу прощения за беспокойство.
Здравствуйте, господин Корагор. Не могли бы вы уделить мне немного времени? Я хотел{|а} спросить кое о чем.
Здравствуй, Вои{н|тельница}! Подойди. У меня есть хорошие новости.
Недавно ты имел{|а} честь принять участие в сборе волшебной пыли для магистра Зальеса. Его эксперименты с волшебной пылью увенчались успехом. Правда результат оказался не тот. Последняя серия опытов привела к созданию нескольких эликсиров. Зальес уверяет, что, если в процессе варки эликсира добавить в раствор %144% определенного цвета, то сила воздействия эликсира возрастет многократно. Мы собираемся наладить массовое производство эликсиров и мазей в ближайшее время. Это станет неплохим подспорьем для наших воинов. Эффективность нашей армии возрастет. Да и участники этого действия получат свою награду, согласно заслугам. Но, как тебе известно, у каждой медали есть и обратная сторона. Наш случай - не исключение. Наши лазутчики докладывают, что шпионы Гномов пронюхали об экспериментах Зальеса. После - наступило затишье. Теперь недомерки развернули настоящую работу по сбору ингредиентов. Можно сделать выводы, что их эксперименты  тоже дали результат, и они получили рецепты некоторых веществ.
Ты долж{ен|на} отправиться в Мертвые Земли. Мертвый город Соли-Дор и его окрестности подойдут. Твоей целью станут призраки. Умирая, они отдают последнюю частичку того, что связывало их с этим миром. Частички эти называются %144%. Принеси мне 15 горстей. Будь осторож{ен|на}. Призраки очень опасны. %=144%\n
С возвращением тебя, Воин. ты добыл{|а} %144%?
Да, я выполнил{|а} Ваш приказ.
Здравствуй, Вои{н|тельница}. Как ты себя чувствуешь? Голова не болит?
С возвращением, Воин. Ты добыл{|а} %145%?
Спасибо, лучше. Должно быть это была простая головная боль. Судя по всему, страшная болезнь обошла меня стороной. Теперь, когда ты добыл{|а} столь необходимую для нас жидкость, у нас появился шанс дожить до момента, когда лекарство будет найдено. Теперь ступай, мне нужно раздать %145% заболевшим жителям.
Всего-то? Не сказал{|а} бы, что это так просто. Но ради моего господина я готов{|а} на любой риск.
Спасибо, господин Корагор. Я принес{|ла} %146% , как Вы просили.
Здравствуй, Вои{н|тельница}! Ты знаешь, что скоро в нашем городе праздник?
Здравствуйте, староста. Праздник? Здорово. Но я ничего такого не слышал{|а}. Что за праздник?
Простите, но я занят{|а} другим, не менее важным делом.
Здравствуй, Вои{н|тельница}! Ты принес{|ла} %172%?
Спасибо, принц Корагор. Да, спину припекает. Не ожидал{|а}, что они так сильно греются. Приходилось периодически обливать их водой и заматывать в мокрые тряпки.
Ты {молодец|умничка}. Не растерял{ся|ась} в сложной ситуации. Трудностей не возникло?
Здравствуй, вои{н|тельница}! Настоятельно рекомендую заглянуть к мастеру Надуму, он ищет добровольца для особого задания.
Здравствуй, вои{н|тельница}. Хочешь стать добровольцем для выполнения особого задания?
Здравствуйте. Простите, я не знал{|а}, что в Вашей таверне нельзя смотреть по сторонам.
Ааа! Стало быть, ты тут новеньк{ий|ая}. Как это он там говорил? А! Выпускник академии? Ха-ха. Ну, здравствуй, Воин. Я Барфос - хозяин этого благословенного места. Так что тебе нужно? Ночлег? Или, может быть, еда?
Смииирно! Воин, почему одет{|а} не по уставу. Где соответствующие доспехи?
Здравия желаю, капитан. Простите мне мою смелость, но, судя по всему, Вы меня с кем-то путаете. Возможно Вы приняли меня за одного из Черных Рыцарей, командовать которыми Вы имеете честь. Но меня послал к Вам хозяин таверны Барфос. Я принес{|ла} Вам посылку. Здесь %179% и %181%.
Ах, вот оно как! Тогда "вольно!". Спасибо за посылку, боец. Было время, когда я сам делал вино, которое было ничуть не хуже тото, что принес{|ла} ты. Жаль, что сейчас у меня нет возможности заниматься виноделием. Когда в левой руке щит, а в правой меч... Но да ладно. Я вижу ты торопишься в обратный путь. Подожди еще чуток. У меня все равно будет для тебя один приказ. Доставить рапорт %180%. Сделать это нужно незамедлительно. На этом все. %=180%\n
Спасибо. Я как раз ожидал послания от него. И я рад, что доставил{|а} его ты. В наши дни мало кому можно доверить конфидециальную информацию. Теперь позволь мне вернуться к обязанностям старосты. Ступай.
Вот заладил{|а}. Награда. Всем что-то нужно от старого бедного барфоса. Ну да Эквиль с тобой. Держи. Плачу звонкой монетой. Помни мою щедрость.
Явил{ся|ась} не запылил{ся|ась}. Вот скажи мне, Вои{н|тельница}, тебе плевать на договор?
Я тебе скажу, что не так! Мы договаривались, что ты выполнишь работу быстро и сразу вернешься за наградой. У меня нет времени сидеть и ждать, когда ты соизволишь вернуться. Вот за каким демоном ты поплел{ся|ась} к Златовану? Нужно было сначала ко мне, а потом все остальное. Ладно. Держи награду и заходи еще, как появится время в твоем плотном графике.
